연월,행정동코드,연령대코드,성별코드,구분명,인구수
2024-01,4872038000,30,1,내국인,14
2024-01,4872038000,40,1,내국인,26
2024-01,4872038000,50,1,내국인,50
2024-01,4872038000,60,1,내국인,115
2024-01,4872038000,70,1,내국인,95
2024-01,4872038000,0,2,내국인,5
2024-01,4872038000,10,2,내국인,6
2024-01,4872038000,20,2,내국인,8
2024-01,4872038000,30,2,내국인,8
2024-01,4872038000,40,2,내국인,13
2024-01,4872038000,50,2,내국인,40
2024-01,4872038000,60,2,내국인,96
2024-01,4872038000,70,2,내국인,191
2024-01,4872039000,0,1,내국인,31
2024-01,4872039000,10,1,내국인,70
2024-01,4872039000,20,1,내국인,98
2024-01,4872039000,30,1,내국인,75
2024-01,4872039000,40,1,내국인,116
2024-01,4872039000,50,1,내국인,273
2024-01,4872039000,60,1,내국인,334
2024-01,4872039000,70,1,내국인,307
2024-01,4872039000,0,2,내국인,22
2024-01,4872039000,10,2,내국인,67
2024-01,4872039000,20,2,내국인,49
2024-01,4872039000,30,2,내국인,68
2024-01,4872039000,40,2,내국인,75
2024-01,4872039000,50,2,내국인,199
2024-01,4872039000,60,2,내국인,311
2024-01,4872039000,70,2,내국인,568
2024-01,4872040000,0,1,내국인,17
2024-01,4872040000,10,1,내국인,16
2024-01,4872040000,20,1,내국인,20
2024-01,4872040000,30,1,내국인,38
2024-01,4872040000,40,1,내국인,43
2024-01,4872040000,50,1,내국인,72
2024-01,4872040000,60,1,내국인,155
2024-01,4872040000,70,1,내국인,138
2024-01,4872040000,0,2,내국인,7
2024-01,4872040000,10,2,내국인,13
2024-01,4872040000,20,2,내국인,6
2024-01,4872040000,30,2,내국인,19
2024-01,4872040000,40,2,내국인,12
2024-01,4872040000,50,2,내국인,44
2024-01,4872040000,60,2,내국인,101
2024-01,4872040000,70,2,내국인,244
2024-01,4872041500,0,1,내국인,2
2024-01,4872041500,10,1,내국인,10
2024-01,4872041500,20,1,내국인,25
2024-01,4872041500,30,1,내국인,14
2024-01,4872041500,40,1,내국인,27
2024-01,4872041500,50,1,내국인,77
2024-01,4872041500,60,1,내국인,198
2024-01,4872041500,70,1,내국인,181
2024-01,4872041500,0,2,내국인,3
2024-01,4872041500,10,2,내국인,10
2024-01,4872041500,20,2,내국인,6
2024-01,4872041500,30,2,내국인,13
2024-01,4872041500,40,2,내국인,23
2024-01,4872041500,50,2,내국인,52
2024-01,4872041500,60,2,내국인,131
2024-01,4872041500,70,2,내국인,330
2024-01,4872042000,0,1,내국인,9
2024-01,4872042000,10,1,내국인,16
2024-01,4872042000,20,1,내국인,11
2024-01,4872042000,30,1,내국인,23
2024-01,4872042000,40,1,내국인,35
2024-01,4872042000,50,1,내국인,97
2024-01,4872042000,60,1,내국인,190
2024-01,4872042000,70,1,내국인,161
2024-01,4872042000,0,2,내국인,4
2024-01,4872042000,10,2,내국인,12
2024-01,4872042000,20,2,내국인,12
2024-01,4872042000,30,2,내국인,18
2024-01,4872042000,40,2,내국인,20
2024-01,4872042000,50,2,내국인,71
2024-01,4872042000,60,2,내국인,127
2024-01,4872042000,70,2,내국인,301
2024-01,4873000000,99,0,외국인,4103
2024-01,4873025000,0,1,내국인,487
2024-01,4873025000,10,1,내국인,947
2024-01,4873025000,20,1,내국인,951
2024-01,4873025000,30,1,내국인,797
2024-01,4873025000,40,1,내국인,1283
2024-01,4873025000,50,1,내국인,1769
2024-01,4873025000,60,1,내국인,1562
2024-01,4873025000,70,1,내국인,1029
2024-01,4873025000,0,2,내국인,416
2024-01,4873025000,10,2,내국인,820
2024-01,4873025000,20,2,내국인,654
2024-01,4873025000,30,2,내국인,692
2024-01,4873025000,40,2,내국인,1227
2024-01,4873025000,50,2,내국인,1566
2024-01,4873025000,60,2,내국인,1524
2024-01,4873025000,70,2,내국인,1665
2024-01,4873025300,0,1,내국인,635
2024-01,4873025300,10,1,내국인,1339
2024-01,4873025300,20,1,내국인,818
2024-01,4873025300,30,1,내국인,691
2024-01,4873025300,40,1,내국인,1679
2024-01,4873025300,50,1,내국인,1795
2024-01,4873025300,60,1,내국인,1429
2024-01,4873025300,70,1,내국인,905
2024-01,4873025300,0,2,내국인,607
2024-01,4873025300,10,2,내국인,1297
2024-01,4873025300,20,2,내국인,585
2024-01,4873025300,30,2,내국인,686
2024-01,4873025300,40,2,내국인,1765
2024-01,4873025300,50,2,내국인,1506
2024-01,4873025300,60,2,내국인,1297
2024-01,4873025300,70,2,내국인,1224
2024-01,4873031000,0,1,내국인,28
2024-01,4873031000,10,1,내국인,48
2024-01,4873031000,20,1,내국인,71
2024-01,4873031000,30,1,내국인,59
2024-01,4873031000,40,1,내국인,123
2024-01,4873031000,50,1,내국인,214
2024-01,4873031000,60,1,내국인,355
2024-01,4873031000,70,1,내국인,316
2024-01,4873031000,0,2,내국인,25
2024-01,4873031000,10,2,내국인,48
2024-01,4873031000,20,2,내국인,44
2024-01,4873031000,30,2,내국인,57
2024-01,4873031000,40,2,내국인,75
2024-01,4873031000,50,2,내국인,173
2024-01,4873031000,60,2,내국인,287
2024-01,4873031000,70,2,내국인,448
2024-01,4873032000,0,1,내국인,118
2024-01,4873032000,10,1,내국인,147
2024-01,4873032000,20,1,내국인,220
2024-01,4873032000,30,1,내국인,298
2024-01,4873032000,40,1,내국인,324
2024-01,4873032000,50,1,내국인,540
2024-01,4873032000,60,1,내국인,751
2024-01,4873032000,70,1,내국인,628
2024-01,4873032000,0,2,내국인,111
2024-01,4873032000,10,2,내국인,120
2024-01,4873032000,20,2,내국인,117
2024-01,4873032000,30,2,내국인,193
2024-01,4873032000,40,2,내국인,195
2024-01,4873032000,50,2,내국인,338
2024-01,4873032000,60,2,내국인,664
2024-01,4873032000,70,2,내국인,1023
2024-01,4873033000,0,1,내국인,29
2024-01,4873033000,10,1,내국인,47
2024-01,4873033000,20,1,내국인,70
2024-01,4873033000,30,1,내국인,76
2024-01,4873033000,40,1,내국인,152
2024-01,4873033000,50,1,내국인,289
2024-01,4873033000,60,1,내국인,418
2024-01,4873033000,70,1,내국인,333
2024-01,4873033000,0,2,내국인,22
2024-01,4873033000,10,2,내국인,33
2024-01,4873033000,20,2,내국인,52
2024-01,4873033000,30,2,내국인,37
2024-01,4873033000,40,2,내국인,79
2024-01,4873033000,50,2,내국인,196
2024-01,4873033000,60,2,내국인,358
2024-01,4873033000,70,2,내국인,549
2024-01,4873034000,0,1,내국인,18
2024-01,4873034000,10,1,내국인,65
2024-01,4873034000,20,1,내국인,90
2024-01,4873034000,30,1,내국인,77
2024-01,4873034000,40,1,내국인,127
2024-01,4873034000,50,1,내국인,316
2024-01,4873034000,60,1,내국인,483
2024-01,4873034000,70,1,내국인,438
2024-01,4873034000,0,2,내국인,18
2024-01,4873034000,10,2,내국인,47
2024-01,4873034000,20,2,내국인,51
2024-01,4873034000,30,2,내국인,51
2024-01,4873034000,40,2,내국인,86
2024-01,4873034000,50,2,내국인,204
2024-01,4873034000,60,2,내국인,380
2024-01,4873034000,70,2,내국인,738
2024-01,4873035000,0,1,내국인,83
2024-01,4873035000,10,1,내국인,210
2024-01,4873035000,20,1,내국인,197
2024-01,4873035000,30,1,내국인,180
2024-01,4873035000,40,1,내국인,356
2024-01,4873035000,50,1,내국인,580
2024-01,4873035000,60,1,내국인,597
2024-01,4873035000,70,1,내국인,431
2024-01,4873035000,0,2,내국인,85
2024-01,4873035000,10,2,내국인,187
2024-01,4873035000,20,2,내국인,140
2024-01,4873035000,30,2,내국인,144
2024-01,4873035000,40,2,내국인,247
2024-01,4873035000,50,2,내국인,443
2024-01,4873035000,60,2,내국인,466
2024-01,4873035000,70,2,내국인,642
2024-01,4873036000,0,1,내국인,11
2024-01,4873036000,10,1,내국인,26
2024-01,4873036000,20,1,내국인,48
2024-01,4873036000,30,1,내국인,44
2024-01,4873036000,40,1,내국인,76
2024-01,4873036000,50,1,내국인,180
2024-01,4873036000,60,1,내국인,306
2024-01,4873036000,70,1,내국인,280
2024-01,4873036000,0,2,내국인,9
2024-01,4873036000,10,2,내국인,21
2024-01,4873036000,20,2,내국인,29
2024-01,4873036000,30,2,내국인,24
2024-01,4873036000,40,2,내국인,46
2024-01,4873036000,50,2,내국인,103
2024-01,4873036000,60,2,내국인,244
2024-01,4873036000,70,2,내국인,399
2024-01,4873038000,0,1,내국인,30
2024-01,4873038000,10,1,내국인,41
2024-01,4873038000,20,1,내국인,106
2024-01,4873038000,30,1,내국인,93
2024-01,4873038000,40,1,내국인,109
2024-01,4873038000,50,1,내국인,250
2024-01,4873038000,60,1,내국인,410
2024-01,4873038000,70,1,내국인,285
2024-01,4873038000,0,2,내국인,22
2024-01,4873038000,10,2,내국인,44
2024-01,4873038000,20,2,내국인,53
2024-01,4873038000,30,2,내국인,71
2024-01,4873038000,40,2,내국인,90
2024-01,4873038000,50,2,내국인,233
2024-01,4873038000,60,2,내국인,330
2024-01,4873038000,70,2,내국인,453
2024-01,4873039000,0,1,내국인,7
2024-01,4873039000,10,1,내국인,13
2024-01,4873039000,20,1,내국인,19
2024-01,4873039000,30,1,내국인,14
2024-01,4873039000,40,1,내국인,32
2024-01,4873039000,50,1,내국인,80
2024-01,4873039000,60,1,내국인,178
2024-01,4873039000,70,1,내국인,128
2024-01,4873039000,0,2,내국인,2
2024-01,4873039000,10,2,내국인,6
2024-01,4873039000,20,2,내국인,15
2024-01,4873039000,30,2,내국인,15
2024-01,4873039000,40,2,내국인,18
2024-01,4873039000,50,2,내국인,63
2024-01,4873039000,60,2,내국인,134
2024-01,4873039000,70,2,내국인,165
2024-01,4874000000,99,0,외국인,3137
2024-01,4874025000,0,1,내국인,498
2024-01,4874025000,10,1,내국인,726
2024-01,4874025000,20,1,내국인,719
2024-01,4874025000,30,1,내국인,787
2024-01,4874025000,40,1,내국인,1122
2024-01,4874025000,50,1,내국인,1453
2024-01,4874025000,60,1,내국인,1439
2024-01,4874025000,70,1,내국인,1078
2024-01,4874025000,0,2,내국인,436
2024-01,4874025000,10,2,내국인,686
2024-01,4874025000,20,2,내국인,547
2024-01,4874025000,30,2,내국인,677
2024-01,4874025000,40,2,내국인,1021
2024-01,4874025000,50,2,내국인,1323
2024-01,4874025000,60,2,내국인,1545
2024-01,4874025000,70,2,내국인,1654
2024-01,4874025300,0,1,내국인,337
2024-01,4874025300,10,1,내국인,567
2024-01,4874025300,20,1,내국인,399
2024-01,4874025300,30,1,내국인,473
2024-01,4874025300,40,1,내국인,869
2024-01,4874025300,50,1,내국인,1118
2024-01,4874025300,60,1,내국인,1201
2024-01,4874025300,70,1,내국인,885
2024-01,4874025300,0,2,내국인,337
2024-01,4874025300,10,2,내국인,494
2024-01,4874025300,20,2,내국인,279
2024-01,4874025300,30,2,내국인,408
2024-01,4874025300,40,2,내국인,745
2024-01,4874025300,50,2,내국인,912
2024-01,4874025300,60,2,내국인,1231
2024-01,4874025300,70,2,내국인,1431
2024-01,4874031000,0,1,내국인,19
2024-01,4874031000,10,1,내국인,27
2024-01,4874031000,20,1,내국인,48
2024-01,4874031000,30,1,내국인,42
2024-01,4874031000,40,1,내국인,57
2024-01,4874031000,50,1,내국인,159
2024-01,4874031000,60,1,내국인,260
2024-01,4874031000,70,1,내국인,247
2024-01,4874031000,0,2,내국인,21
2024-01,4874031000,10,2,내국인,37
2024-01,4874031000,20,2,내국인,32
2024-01,4874031000,30,2,내국인,38
2024-01,4874031000,40,2,내국인,34
2024-01,4874031000,50,2,내국인,126
2024-01,4874031000,60,2,내국인,200
2024-01,4874031000,70,2,내국인,391
2024-01,4874032000,0,1,내국인,6
2024-01,4874032000,10,1,내국인,12
2024-01,4874032000,20,1,내국인,36
2024-01,4874032000,30,1,내국인,45
2024-01,4874032000,40,1,내국인,56
2024-01,4874032000,50,1,내국인,139
2024-01,4874032000,60,1,내국인,246
2024-01,4874032000,70,1,내국인,192
2024-01,4874032000,0,2,내국인,20
2024-01,4874032000,10,2,내국인,9
2024-01,4874032000,20,2,내국인,23
2024-01,4874032000,30,2,내국인,29
2024-01,4874032000,40,2,내국인,37
2024-01,4874032000,50,2,내국인,136
2024-01,4874032000,60,2,내국인,215
2024-01,4874032000,70,2,내국인,327
2024-01,4874033000,0,1,내국인,33
2024-01,4874033000,10,1,내국인,93
2024-01,4874033000,20,1,내국인,124
2024-01,4874033000,30,1,내국인,119
2024-01,4874033000,40,1,내국인,175
2024-01,4874033000,50,1,내국인,397
2024-01,4874033000,60,1,내국인,460
2024-01,4874033000,70,1,내국인,432
2024-01,4874033000,0,2,내국인,32
2024-01,4874033000,10,2,내국인,56
2024-01,4874033000,20,2,내국인,58
2024-01,4874033000,30,2,내국인,90
2024-01,4874033000,40,2,내국인,129
2024-01,4874033000,50,2,내국인,266
2024-01,4874033000,60,2,내국인,424
2024-01,4874033000,70,2,내국인,734
2024-01,4874034000,0,1,내국인,21
2024-01,4874034000,10,1,내국인,103
2024-01,4874034000,20,1,내국인,53
2024-01,4874034000,30,1,내국인,61
2024-01,4874034000,40,1,내국인,104
2024-01,4874034000,50,1,내국인,178
2024-01,4874034000,60,1,내국인,295
2024-01,4874034000,70,1,내국인,304
2024-01,4874034000,0,2,내국인,16
2024-01,4874034000,10,2,내국인,173
2024-01,4874034000,20,2,내국인,39
2024-01,4874034000,30,2,내국인,32
2024-01,4874034000,40,2,내국인,55
2024-01,4874034000,50,2,내국인,145
2024-01,4874034000,60,2,내국인,291
2024-01,4874034000,70,2,내국인,484
2024-01,4874035000,0,1,내국인,19
2024-01,4874035000,10,1,내국인,23
2024-01,4874035000,20,1,내국인,46
2024-01,4874035000,30,1,내국인,40
2024-01,4874035000,40,1,내국인,81
2024-01,4874035000,50,1,내국인,150
2024-01,4874035000,60,1,내국인,229
2024-01,4874035000,70,1,내국인,242
2024-01,4874035000,0,2,내국인,11
2024-01,4874035000,10,2,내국인,18
2024-01,4874035000,20,2,내국인,27
2024-01,4874035000,30,2,내국인,24
2024-01,4874035000,40,2,내국인,40
2024-01,4874035000,50,2,내국인,96
2024-01,4874035000,60,2,내국인,218
2024-01,4874035000,70,2,내국인,400
2024-01,4874036000,0,1,내국인,33
2024-01,4874036000,10,1,내국인,93
2024-01,4874036000,20,1,내국인,79
2024-01,4874036000,30,1,내국인,79
2024-01,4874036000,40,1,내국인,147
2024-01,4874036000,50,1,내국인,247
2024-01,4874036000,60,1,내국인,257
2024-01,4874036000,70,1,내국인,252
2024-01,4874036000,0,2,내국인,44
2024-01,4874036000,10,2,내국인,62
2024-01,4874036000,20,2,내국인,45
2024-01,4874036000,30,2,내국인,59
2024-01,4874036000,40,2,내국인,114
2024-01,4874036000,50,2,내국인,142
2024-01,4874036000,60,2,내국인,235
2024-01,4874036000,70,2,내국인,411
2024-01,4874037000,0,1,내국인,15
2024-01,4874037000,10,1,내국인,26
2024-01,4874037000,20,1,내국인,70
2024-01,4874037000,30,1,내국인,79
2024-01,4874037000,40,1,내국인,104
2024-01,4874037000,50,1,내국인,230
2024-01,4874037000,60,1,내국인,282
2024-01,4874037000,70,1,내국인,279
2024-01,4874037000,0,2,내국인,16
2024-01,4874037000,10,2,내국인,32
2024-01,4874037000,20,2,내국인,31
2024-01,4874037000,30,2,내국인,38
2024-01,4874037000,40,2,내국인,63
2024-01,4874037000,50,2,내국인,170
2024-01,4874037000,60,2,내국인,251
2024-01,4874037000,70,2,내국인,456
2024-01,4874038000,0,1,내국인,52
2024-01,4874038000,10,1,내국인,152
2024-01,4874038000,20,1,내국인,207
2024-01,4874038000,30,1,내국인,207
2024-01,4874038000,40,1,내국인,272
2024-01,4874038000,50,1,내국인,501
2024-01,4874038000,60,1,내국인,649
2024-01,4874038000,70,1,내국인,489
2024-01,4874038000,0,2,내국인,56
2024-01,4874038000,10,2,내국인,131
2024-01,4874038000,20,2,내국인,118
2024-01,4874038000,30,2,내국인,110
2024-01,4874038000,40,2,내국인,216
2024-01,4874038000,50,2,내국인,436
2024-01,4874038000,60,2,내국인,619
2024-01,4874038000,70,2,내국인,756
2024-01,4874039000,0,1,내국인,16
2024-01,4874039000,10,1,내국인,38
2024-01,4874039000,20,1,내국인,48
2024-01,4874039000,30,1,내국인,50
2024-01,4874039000,40,1,내국인,79
2024-01,4874039000,50,1,내국인,160
2024-01,4874039000,60,1,내국인,251
2024-01,4874039000,70,1,내국인,263
2024-01,4874039000,0,2,내국인,6
2024-01,4874039000,10,2,내국인,15
2024-01,4874039000,20,2,내국인,28
2024-01,4874039000,30,2,내국인,32
2024-01,4874039000,40,2,내국인,48
2024-01,4874039000,50,2,내국인,128
2024-01,4874039000,60,2,내국인,225
2024-01,4874039000,70,2,내국인,405
2024-01,4874040000,0,1,내국인,34
2024-01,4874040000,10,1,내국인,59
2024-01,4874040000,20,1,내국인,80
2024-01,4874040000,30,1,내국인,85
2024-01,4874040000,40,1,내국인,129
2024-01,4874040000,50,1,내국인,246
2024-01,4874040000,60,1,내국인,367
2024-01,4874040000,70,1,내국인,288
2024-01,4874040000,0,2,내국인,28
2024-01,4874040000,10,2,내국인,47
2024-01,4874040000,20,2,내국인,59
2024-01,4874040000,30,2,내국인,46
2024-01,4874040000,40,2,내국인,102
2024-01,4874040000,50,2,내국인,228
2024-01,4874040000,60,2,내국인,327
2024-01,4874040000,70,2,내국인,442
2024-01,4874041000,0,1,내국인,6
2024-01,4874041000,10,1,내국인,33
2024-01,4874041000,20,1,내국인,32
2024-01,4874041000,30,1,내국인,46
2024-01,4874041000,40,1,내국인,68
2024-01,4874041000,50,1,내국인,130
2024-01,4874041000,60,1,내국인,230
2024-01,4874041000,70,1,내국인,208
2024-01,4874041000,0,2,내국인,4
2024-01,4874041000,10,2,내국인,18
2024-01,4874041000,20,2,내국인,21
2024-01,4874041000,30,2,내국인,24
2024-01,4874041000,40,2,내국인,45
2024-01,4874041000,50,2,내국인,114
2024-01,4874041000,60,2,내국인,222
2024-01,4874041000,70,2,내국인,273
2024-01,4874042000,0,1,내국인,31
2024-01,4874042000,10,1,내국인,64
2024-01,4874042000,20,1,내국인,99
2024-01,4874042000,30,1,내국인,106
2024-01,4874042000,40,1,내국인,151
2024-01,4874042000,50,1,내국인,314
2024-01,4874042000,60,1,내국인,538
2024-01,4874042000,70,1,내국인,404
2024-01,4874042000,0,2,내국인,37
2024-01,4874042000,10,2,내국인,49
2024-01,4874042000,20,2,내국인,66
2024-01,4874042000,30,2,내국인,71
2024-01,4874042000,40,2,내국인,119
2024-01,4874042000,50,2,내국인,287
2024-01,4874042000,60,2,내국인,522
2024-01,4874042000,70,2,내국인,597
2024-01,4882000000,99,0,외국인,1761
2024-01,4882025000,0,1,내국인,615
2024-01,4882025000,10,1,내국인,1448
2024-01,4882025000,20,1,내국인,1156
2024-01,4882025000,30,1,내국인,910
2024-01,4882025000,40,1,내국인,1749
2024-01,4882025000,50,1,내국인,2303
2024-01,4882025000,60,1,내국인,2009
2024-01,4882025000,70,1,내국인,1491
2024-01,4882025000,0,2,내국인,600
2024-01,4882025000,10,2,내국인,1160
2024-01,4882025000,20,2,내국인,788
2024-01,4882025000,30,2,내국인,830
2024-01,4882025000,40,2,내국인,1663
2024-01,4882025000,50,2,내국인,2034
2024-01,4882025000,60,2,내국인,2164
2024-01,4882025000,70,2,내국인,2324
2024-01,4882031000,0,1,내국인,15
2024-01,4882031000,10,1,내국인,50
2024-01,4882031000,20,1,내국인,46
2024-01,4882031000,30,1,내국인,49
2024-01,4882031000,40,1,내국인,82
2024-01,4882031000,50,1,내국인,162
2024-01,4882031000,60,1,내국인,237
2024-01,4882031000,70,1,내국인,254
2024-01,4882031000,0,2,내국인,18
2024-01,4882031000,10,2,내국인,29
2024-01,4882031000,20,2,내국인,17
2024-01,4882031000,30,2,내국인,27
2024-01,4882031000,40,2,내국인,54
2024-01,4882031000,50,2,내국인,108
2024-01,4882031000,60,2,내국인,218
2024-01,4882031000,70,2,내국인,361
2024-01,4882032000,0,1,내국인,13
2024-01,4882032000,10,1,내국인,43
2024-01,4882032000,20,1,내국인,50
2024-01,4882032000,30,1,내국인,37
2024-01,4882032000,40,1,내국인,75
2024-01,4882032000,50,1,내국인,157
2024-01,4882032000,60,1,내국인,248
2024-01,4882032000,70,1,내국인,262
2024-01,4882032000,0,2,내국인,12
2024-01,4882032000,10,2,내국인,43
2024-01,4882032000,20,2,내국인,33
2024-01,4882032000,30,2,내국인,29
2024-01,4882032000,40,2,내국인,42
2024-01,4882032000,50,2,내국인,105
2024-01,4882032000,60,2,내국인,211
2024-01,4882032000,70,2,내국인,427
2024-01,4882033000,0,1,내국인,35
2024-01,4882033000,10,1,내국인,84
2024-01,4882033000,20,1,내국인,110
2024-01,4882033000,30,1,내국인,90
2024-01,4882033000,40,1,내국인,144
2024-01,4882033000,50,1,내국인,243
2024-01,4882033000,60,1,내국인,331
2024-01,4882033000,70,1,내국인,313
2024-01,4882033000,0,2,내국인,31
2024-01,4882033000,10,2,내국인,75
2024-01,4882033000,20,2,내국인,62
2024-01,4882033000,30,2,내국인,55
2024-01,4882033000,40,2,내국인,105
2024-01,4882033000,50,2,내국인,213
2024-01,4882033000,60,2,내국인,301
2024-01,4882033000,70,2,내국인,408
2024-01,4882034000,0,1,내국인,4
2024-01,4882034000,10,1,내국인,37
2024-01,4882034000,20,1,내국인,50
2024-01,4882034000,30,1,내국인,44
2024-01,4882034000,40,1,내국인,69
2024-01,4882034000,50,1,내국인,137
2024-01,4882034000,60,1,내국인,218
2024-01,4882034000,70,1,내국인,245
2024-01,4882034000,0,2,내국인,5
2024-01,4882034000,10,2,내국인,24
2024-01,4882034000,20,2,내국인,25
2024-01,4882034000,30,2,내국인,24
2024-01,4882034000,40,2,내국인,48
2024-01,4882034000,50,2,내국인,119
2024-01,4882034000,60,2,내국인,195
2024-01,4882034000,70,2,내국인,348
2024-01,4882035000,0,1,내국인,16
2024-01,4882035000,10,1,내국인,23
2024-01,4882035000,20,1,내국인,38
2024-01,4882035000,30,1,내국인,33
2024-01,4882035000,40,1,내국인,67
2024-01,4882035000,50,1,내국인,149
2024-01,4882035000,60,1,내국인,264
2024-01,4882035000,70,1,내국인,254
2024-01,4882035000,0,2,내국인,9
2024-01,4882035000,10,2,내국인,22
2024-01,4882035000,20,2,내국인,27
2024-01,4882035000,30,2,내국인,19
2024-01,4882035000,40,2,내국인,52
2024-01,4882035000,50,2,내국인,104
2024-01,4882035000,60,2,내국인,198
2024-01,4882035000,70,2,내국인,358
2024-01,4882036000,0,1,내국인,5
2024-01,4882036000,10,1,내국인,11
2024-01,4882036000,20,1,내국인,20
2024-01,4882036000,30,1,내국인,25
2024-01,4882036000,40,1,내국인,24
2024-01,4882036000,50,1,내국인,57
2024-01,4882036000,60,1,내국인,128
2024-01,4882036000,70,1,내국인,132
2024-01,4882036000,0,2,내국인,5
2024-01,4882036000,10,2,내국인,12
2024-01,4882036000,20,2,내국인,17
2024-01,4882036000,30,2,내국인,12
2024-01,4882036000,40,2,내국인,22
2024-01,4882036000,50,2,내국인,46
2024-01,4882036000,60,2,내국인,103
2024-01,4882036000,70,2,내국인,240
2024-01,4882037000,0,1,내국인,11
2024-01,4882037000,10,1,내국인,26
2024-01,4882037000,20,1,내국인,47
2024-01,4882037000,30,1,내국인,42
2024-01,4882037000,40,1,내국인,61
2024-01,4882037000,50,1,내국인,131
2024-01,4882037000,60,1,내국인,199
2024-01,4882037000,70,1,내국인,170
2024-01,4882037000,0,2,내국인,25
2024-01,4882037000,10,2,내국인,20
2024-01,4882037000,20,2,내국인,31
2024-01,4882037000,30,2,내국인,23
2024-01,4882037000,40,2,내국인,39
2024-01,4882037000,50,2,내국인,102
2024-01,4882037000,60,2,내국인,161
2024-01,4882037000,70,2,내국인,289
2024-01,4882038000,0,1,내국인,8
2024-01,4882038000,10,1,내국인,34
2024-01,4882038000,20,1,내국인,24
2024-01,4882038000,30,1,내국인,20
2024-01,4882038000,40,1,내국인,52
2024-01,4882038000,50,1,내국인,88
2024-01,4882038000,60,1,내국인,159
2024-01,4882038000,70,1,내국인,159
2024-01,4882038000,0,2,내국인,10
2024-01,4882038000,10,2,내국인,23
2024-01,4882038000,20,2,내국인,16
2024-01,4882038000,30,2,내국인,16
2024-01,4882038000,40,2,내국인,23
2024-01,4882038000,50,2,내국인,61
2024-01,4882038000,60,2,내국인,142
2024-01,4882038000,70,2,내국인,242
2024-01,4882039000,0,1,내국인,9
2024-01,4882039000,10,1,내국인,13
2024-01,4882039000,20,1,내국인,24
2024-01,4882039000,30,1,내국인,20
2024-01,4882039000,40,1,내국인,34
2024-01,4882039000,50,1,내국인,93
2024-01,4882039000,60,1,내국인,158
2024-01,4882039000,70,1,내국인,139
2024-01,4882039000,0,2,내국인,12
2024-01,4882039000,10,2,내국인,16
2024-01,4882039000,20,2,내국인,16
2024-01,4882039000,30,2,내국인,13
2024-01,4882039000,40,2,내국인,19
2024-01,4882039000,50,2,내국인,62
2024-01,4882039000,60,2,내국인,117
2024-01,4882039000,70,2,내국인,239
2024-01,4882040000,0,1,내국인,43
2024-01,4882040000,10,1,내국인,153
2024-01,4882040000,20,1,내국인,102
2024-01,4882040000,30,1,내국인,101
2024-01,4882040000,40,1,내국인,186
2024-01,4882040000,50,1,내국인,321
2024-01,4882040000,60,1,내국인,424
2024-01,4882040000,70,1,내국인,394
2024-01,4882040000,0,2,내국인,54
2024-01,4882040000,10,2,내국인,139
2024-01,4882040000,20,2,내국인,86
2024-01,4882040000,30,2,내국인,99
2024-01,4882040000,40,2,내국인,148
2024-01,4882040000,50,2,내국인,278
2024-01,4882040000,60,2,내국인,408
2024-01,4882040000,70,2,내국인,517
2024-01,4882041000,0,1,내국인,9
2024-01,4882041000,10,1,내국인,18
2024-01,4882041000,20,1,내국인,34
2024-01,4882041000,30,1,내국인,40
2024-01,4882041000,40,1,내국인,86
2024-01,4882041000,50,1,내국인,176
2024-01,4882041000,60,1,내국인,228
2024-01,4882041000,70,1,내국인,252
2024-01,4882041000,0,2,내국인,6
2024-01,4882041000,10,2,내국인,21
2024-01,4882041000,20,2,내국인,27
2024-01,4882041000,30,2,내국인,16
2024-01,4882041000,40,2,내국인,57
2024-01,4882041000,50,2,내국인,137
2024-01,4882041000,60,2,내국인,202
2024-01,4882041000,70,2,내국인,391
2024-01,4882042000,0,1,내국인,15
2024-01,4882042000,10,1,내국인,69
2024-01,4882042000,20,1,내국인,94
2024-01,4882042000,30,1,내국인,79
2024-01,4882042000,40,1,내국인,180
2024-01,4882042000,50,1,내국인,335
2024-01,4882042000,60,1,내국인,423
2024-01,4882042000,70,1,내국인,393
2024-01,4882042000,0,2,내국인,21
2024-01,4882042000,10,2,내국인,59
2024-01,4882042000,20,2,내국인,64
2024-01,4882042000,30,2,내국인,54
2024-01,4882042000,40,2,내국인,72
2024-01,4882042000,50,2,내국인,217
2024-01,4882042000,60,2,내국인,376
2024-01,4882042000,70,2,내국인,614
2024-01,4882043000,0,1,내국인,54
2024-01,4882043000,10,1,내국인,137
2024-01,4882043000,20,1,내국인,142
2024-01,4882043000,30,1,내국인,125
2024-01,4882043000,40,1,내국인,267
2024-01,4882043000,50,1,내국인,469
2024-01,4882043000,60,1,내국인,518
2024-01,4882043000,70,1,내국인,449
2024-01,4882043000,0,2,내국인,49
2024-01,4882043000,10,2,내국인,118
2024-01,4882043000,20,2,내국인,90
2024-01,4882043000,30,2,내국인,86
2024-01,4882043000,40,2,내국인,205
2024-01,4882043000,50,2,내국인,330
2024-01,4882043000,60,2,내국인,463
2024-01,4882043000,70,2,내국인,706
2024-01,4884000000,99,0,외국인,1013
2024-01,4884025000,0,1,내국인,373
2024-01,4884025000,10,1,내국인,642
2024-01,4884025000,20,1,내국인,789
2024-01,4884025000,30,1,내국인,528
2024-01,4884025000,40,1,내국인,792
2024-01,4884025000,50,1,내국인,1096
2024-01,4884025000,60,1,내국인,1047
