영화명,관객수,대표국적,월
키타로 탄생 게게게의 수수께끼,28613,일본,6
북극백화점의 안내원,22571,일본,6
빼꼼: 미션 투 마스,20598,중국,6
혹성탈출: 새로운 시대,19406,미국,6
타로,19181,한국,6
매드 맥스: 분노의 도로,19102,미국,6
"1초 앞, 1초 뒤",18532,일본,6
바커스: 슈퍼스타가 될 거야,17340,러시아,6
청춘 18X2 너에게로 이어지는 길,16332,대만,6
태극기 휘날리며,15321,한국,6
드림 시나리오,15158,미국,6
탈주,13903,한국,6
소울메이트,12173,한국,6
코코,11326,미국,6
언더더씨: 마법 산호초를 찾아서,10524,독일,6
결속밴드 라이브 -항성-,10462,일본,6
창가의 토토,10426,일본,6
몽키맨,10415,미국,6
프리실라,10268,미국,6
금지된 장난,10064,일본,6
캣퍼슨,9244,프랑스,6
판문점,7812,한국,6
악마와의 토크쇼,7283,호주,6
기괴도,6908,일본,6
생츄어리,6785,한국,6
노 웨이 업,6468,영국,6
챌린저스,6212,미국,6
이프: 상상의 친구,6072,미국,6
우마무스메 프리티 더비 로드 투 더 탑,5932,일본,6
목화솜 피는 날,5273,한국,6
태풍 클럽,5259,일본,6
아가씨(확장판),5217,한국,6
다우렌의 결혼,5027,한국,6
카브리올레,4718,한국,6
분노의 강,4678,한국,6
너는 달밤에 빛나고,3828,일본,6
다섯 번째 방,3710,한국,6
듄: 파트2,3684,미국,6
땅에 쓰는 시,3492,한국,6
최애의 아이,3381,일본,6
소풍,3353,한국,6
찬란한 내일로,3182,이탈리아,6
남은 인생 10년,3085,일본,6
월ㆍE,2773,미국,6
쇼생크 탈출,2710,미국,6
헤어질 결심,2564,한국,6
감독판 김일성의 아이들,2564,한국,6
정욕,2531,일본,6
라파엘로. 예술의 군주,2439,이탈리아,6
피아니스트,2399,프랑스,6
마거리트의 정리,2384,프랑스,6
소년시절의 너,2382,중국,6
오늘부터 댄싱퀸,2333,노르웨이,6
듄,2268,미국,6
그녀,2120,미국,6
쉰들러 리스트,2108,미국,6
파묘,1831,한국,6
대치동 스캔들,1676,한국,6
"낸 골딘, 모든 아름다움과 유혈사태",1557,미국,6
업,1424,미국,6
퀸 엘리자베스,1362,영국,6
이소룡-들,1301,미국,6
양치기,1295,한국,6
로봇 드림,1278,스페인,6
"그 시절, 우리가 좋아했던 소녀",1261,대만,6
아침이 오면 공허해진다,1249,일본,6
1917,1172,미국,6
괴물,1112,일본,6
내 손끝에 너의 온도가 닿을 때,1102,한국,6
피렌체와 우피치 미술관,1102,이탈리아,6
시민덕희,1073,한국,6
우당탕탕 운동회,1048,한국,6
난 엄청 창의적인 휴머니스트 뱀파이어가 될 거야,1037,캐나다,6
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,1031,일본,6
더 퍼스트 슬램덩크,867,일본,6
꼬마참새 리차드: 신비한 보석 탐험대,857,독일,6
분노의 포도,830,미국,6
북북서로 진로를 돌려라,830,미국,6
쇼처럼 즐거운 인생은 없다,823,미국,6
퍼펙트 데이즈,816,일본,6
쿵푸팬더4,789,미국,6
그늘과 양지,753,미국,6
목중무인 : 안하무인,720,중국,6
늦더위,667,한국,6
별처럼 빛나는 너에게 더무비-일섬일섬량성성,662,중국,6
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,627,일본,6
리오 그란데,588,미국,6
건축학개론,585,한국,6
너의 이름은.,577,일본,6
미니언즈,555,미국,6
"주사위놀이, 마불 세계여행",542,한국,6
해적,538,미국,6
스텔라,526,독일,6
약속은 없었지만,510,한국,6
악은 존재하지 않는다,508,일본,6
풋사랑,497,미국,6
삼총사,488,미국,6
레네트와 미라벨의 네가지 모험,487,프랑스,6
녹색광선,487,프랑스,6
브레드이발소: 셀럽 인 베이커리타운,469,한국,6
사랑의 비약,469,미국,6
라따뚜이,465,미국,6
박정희: 경제대국을 꿈꾼 남자,441,한국,6
키다리 아저씨,435,미국,6
한산: 용의 출현,431,한국,6
파리의 아메리카인,423,미국,6
나비부인,418,독일,6
춤추는 대뉴욕,414,미국,6
중경삼림,410,홍콩,6
힙노시스: LP 커버의 전설,406,영국,6
사랑은 비를 타고,388,미국,6
신의 법정,386,미국,6
보티첼리. 피렌체와 메디치,382,이탈리아,6
여행자의 필요,382,한국,6
니자리,376,한국,6
"안전제일, 놀이퀴즈 최강전",374,한국,6
사운드 오브 프리덤,373,미국,6
보통의 우주는 찬란함을 꿈꾸는가?,373,한국,6
탑건: 매버릭,367,미국,6
몽키 비지니스,354,미국,6
아주 오래된 미래도시,348,한국,6
부활 그 소망,345,한국,6
마상지에서 온 편지,342,캐나다,6
차이콥스키의 아내,332,러시아,6
언제나 맑음,327,미국,6
닻을 올리고,327,미국,6
"포켓몬스터: 성도지방 이야기, 최종장",320,일본,6
3일의 휴가,320,한국,6
1947 보스톤,320,한국,6
키키의 경계성 인격장애 다이어리,317,한국,6
1980,311,한국,6
노량: 죽음의 바다,305,한국,6
남산의 부장들,302,한국,6
우리와 상관없이,285,한국,6
날씨의 아이,280,일본,6
노무현과 바보들: 못다한 이야기,270,한국,6
여름이야기,263,프랑스,6
백조의?호수,258,영국,6
모감보,253,미국,6
팬텀 스레드,250,미국,6
해변의 폴린,250,프랑스,6
원더풀 라이프,249,일본,6
오빠생각,246,한국,6
릴리 슈슈의 모든 것,246,일본,6
회색기류,241,한국,6
키메라,238,이탈리아,6
마지막 황제,237,영국,6
비욘드 유토피아,232,미국,6
스즈메의 문단속,220,일본,6
저주받은 아이들,218,영국,6
수라,215,한국,6
썸웨어,214,미국,6
보리밭을 흔드는 바람,209,영국,6
SISFF2024 단편경쟁 10,208,기타,6
SISFF2024 기억 아카이빙,208,한국,6
SISFF2024 단편경쟁 8,208,기타,6
액트 오브 킬링,207,덴마크,6
옛날 옛적 서부에서,205,미국,6
마미,203,캐나다,6
아버지의 초상,200,프랑스,6
너와 나,200,한국,6
플랜 75,200,일본,6
킬리만자로의 눈,187,미국,6
모드 집에서의 하룻밤,184,프랑스,6
원한의 도곡리 다리,183,미국,6
SISFF2024 단편경쟁 7,182,기타,6
도뷔시,182,우크라이나,6
미지수,182,한국,6
소프트 앤 하드,182,영국,6
귀여운 빌리,178,미국,6
뽀로로 극장판 슈퍼스타 대모험,173,한국,6
토이 스토리,168,미국,6
송암동,168,한국,6
모호크족의 북소리,168,미국,6
산딸기,167,스웨덴,6
"비르힐리오, 고도의 미식",167,아르헨티나,6
알라모,166,미국,6
벌새,166,한국,6
아일라,166,터키,6
에스더의 왕,162,이탈리아,6
말타의 매,162,미국,6
조로의 싸인,161,미국,6
나바론 요새,161,미국,6
촌색씨,160,한국,6
와룡선생 상경기,160,한국,6
아가씨와 건달들,160,미국,6
빅 키즈,160,프랑스,6
검사와 여선생,160,한국,6
SISFF2024 단편경쟁 3,160,기타,6
SISFF2024 도슨트 초이스 1,160,한국,6
2024 서울국제노인영화제(제16회) 폐막식,160,한국,6
미쓰백,160,한국,6
SISFF2024 단편경쟁 2,160,기타,6
들장미,159,오스트리아,6
다큐 황은정 : 스마트폰이 뭐길래,158,한국,6
정직한 사람들,157,한국,6
유황도의 모래,157,미국,6
너무 이른/너무 늦은,156,프랑스,6
더 초즌: 선택받은 자,154,미국,6
바람의 세월,154,한국,6
토이 스토리 2,152,미국,6
너의 눈을 들여다보면,150,프랑스,6
분노,149,일본,6
클레르의 무릎,149,프랑스,6
공포분자,148,기타,6
멜랑콜리아,145,덴마크,6
킹 오브 프리즘 - 프라이드 더 히어로,144,일본,6
권총왕,143,미국,6
만천과해,142,중국,6
5인의 해병,142,한국,6
7월 이야기,140,프랑스,6
짙은 선홍색,135,멕시코,6
해탄적일천,134,대만,6
비행사의 아내,134,프랑스,6
로미오와 줄리엣,131,미국,6
유랑극단,131,그리스,6
카르멘,128,영국,6
K스쿨,127,한국,6
포크 촙 힐,125,미국,6
추락의 해부,124,프랑스,6
아프리카의 여왕,124,미국,6
핵소 고지,123,미국,6
전장의 피아니스트,123,기타,6
애천,123,,6
굽이도는 증기선,121,미국,6
애종,119,영국,6
구봉서의 벼락부자,117,한국,6
산책,117,한국,6
SISFF2024 단편경쟁 4,117,기타,6
극장판 실바니안 패밀리: 프레야의 선물,117,일본,6
아이다호,116,미국,6
유리씨즈,116,이탈리아,6
장마,115,한국,6
열녀문,115,한국,6
씨앗의 시간,114,한국,6
킹 오브 프리즘 (바이 프리티 리듬),114,일본,6
라라랜드,110,미국,6
프레데릭 백 단편선,109,캐나다,6
다시 만난 날들,108,한국,6
장인과 사위,106,한국,6
자이언트,104,미국,6
진달래꽃을 좋아합니다,103,한국,6
13회 광주독립영화제 - 메이드 인 광주 2,101,기타,6
그린 북,100,미국,6
기동전사 건담 시드 프리덤,100,일본,6
도토리,100,한국,6
미나리,100,미국,6
스턴트맨,100,미국,6
어른 김장하,100,한국,6
뺑소니: 최고로 최악의 날,100,일본,6
니모를 찾아서,97,미국,6
정순,95,한국,6
암살,93,한국,6
태양 아래(해설판),91,체코,6
별들의 고향,91,한국,6
깨진바루,91,한국,6
행복의 발견,91,한국,6
2024 SLIFF 단편모음 1,91,한국,6
2024 SLIFF- VOA 특선,91,미국,6
2024 sliff 북한인권 특선,91,기타,6
2024 sliff 북한인권 세미나,91,기타,6
SISFF2024 단편경쟁 1,91,기타,6
SISFF2024 단편경쟁 5,91,기타,6
SISFF2024 단편경쟁 6,91,기타,6
SISFF2024 단편경쟁 9,91,기타,6
SISFF2024 도슨트 초이스 2,91,한국,6
나발니,91,미국,6
마리우폴: 잃어버리지 않은 희망,91,우크라이나,6
장손,91,한국,6
납치: 사라진 메구미,91,일본,6
잠입,91,덴마크,6
붉은 장미의 추억,91,한국,6
파편들의 집,91,덴마크,6
"고산자, 대동여지도",90,한국,6
이탈리안 셰프들,90,이탈리아,6
13회 광주독립영화제 - 메이드 인 광주 1,89,한국,6
기적,89,한국,6
에브리씽 에브리웨어 올 앳 원스,87,미국,6
지상에서 영원으로,87,미국,6
사랑의 원자탄,86,한국,6
전장의 크리스마스,85,영국,6
숨의 흔적,84,일본,6
딸에 대하여,84,한국,6
라디오 시모카지로- 그때 그 마을의 음악에서 지금 여기에,82,일본,6
거북의 등딱지는 갈비뼈,82,일본,6
우리들,80,한국,6
켄터키 프라이드,79,미국,6
춘희,78,미국,6
쿵쿵따 탐험대,78,한국,6
월드시네마 2024 묶음상영4,77,기타,6
제24회 한국퀴어영화제 [국내단편2] 마주침,76,한국,6
여자 없는 세상 + 용감한 자들의 휴식,75,프랑스,6
6월 프레임워크 - 몽타주와 파운드 풋티지,75,한국,6
"제14회 스토리업쇼츠 섹션1. 여름, 땡!",72,한국,6
맛있는 영화,71,한국,6
2024 시네마테크의 친구들 영화제 첫날 밤 + 하숙인,71,기타,6
바람의 체스,70,이란,6
길위에 김대중,70,한국,6
13회 광주독립영화제 - 광주 신진 감독전,69,한국,6
내 여자친구의 남자친구,69,프랑스,6
킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-,69,일본,6
현기증,67,미국,6
제24회 한국퀴어영화제 [국내단편1] 퀴어링 필름,67,한국,6
누구를 위하여 종은 울리나,65,미국,6
꽃다발 같은 사랑을 했다,63,일본,6
"열두 달, 흙을 먹다",62,일본,6
13회 광주독립영화제 - 지역교류전,62,한국,6
청춘 스케치,62,미국,6
다함께 여름!,62,프랑스,6
녹차의 맛,61,일본,6
"제14회 스토리업쇼츠 섹션2. 헬로, 스트레인저",61,한국,6
킹 오브 프리즘 ?샤이니 세븐 스타즈- IV 루이x신x언노운,61,일본,6
기사푸라카스,61,프랑스,6
예수는 역사다,60,미국,6
"제24회 한국퀴어영화제 [국내단편3]레디, 액션, 고!",60,한국,6
상류사회,60,미국,6
엔드 오브 에반게리온,60,일본,6
무너지지 않는다,59,한국,6
와일드 투어,58,일본,6
린다와 이리나,58,프랑스,6
아지랑이좌,57,일본,6
오프 더 메뉴,57,미국,6
보물섬,57,프랑스,6
극장판 프리파라 모두 모여라! 프리즘☆투어즈,54,한국,6
가여운 것들,54,미국,6
괴물,54,미국,6
메기,53,한국,6
문라이트,52,미국,6
너와 파도를 탈 수 있다면,52,일본,6
죽음의 사막,52,미국,6
400번의 구타,52,프랑스,6
플로리다 프로젝트,51,미국,6
해피 투게더,51,홍콩,6
리오 브라보,51,미국,6
울지마 엄마,51,한국,6
그 여름 가장 조용한 바다,51,일본,6
13회 광주독립영화제 - 5월 이야기,51,한국,6
사랑할 땐 누구나 최악이 된다,51,노르웨이,6
죽어도 좋은 경험: 천사여 악녀가 되라,51,한국,6
레토,50,러시아,6
전함 발진하라,50,미국,6
사브라,50,한국,6
킹 오브 프리즘 -샤이니 세븐 스타즈-,50,일본,6
자산어보,50,한국,6
젊은이의 양지,49,한국,6
이프 온리,49,미국,6
아이 엠 러브,48,이탈리아,6
애프터 양,46,미국,6
검은 수선화,46,영국,6
레옹,45,프랑스,6
아기상어 극장판: 사이렌 스톤의 비밀,45,미국,6
스위트 이스트,45,미국,6
13회 광주독립영화제 - 양주연 감독전,45,한국,6
리빙: 어떤 인생,45,영국,6
드라이브,45,한국,6
목소리의 형태,44,일본,6
가족 게임,44,일본,6
2층에서 들려오는 노래,44,스웨덴,6
"열차 안의 낯선 자들, 의혹의 전망차",44,미국,6
부에나 비스타 소셜 클럽,43,독일,6
보디히트,43,미국,6
그을린 사랑,43,캐나다,6
여사장,41,한국,6
킹 오브 프리즘 -샤이니 세븐 스타즈- Ⅲ 레오×유우×알렉,41,일본,6
마법의 순간,41,일본,6
모녀덮밥 오마카세,41,한국,6
패왕별희 디 오리지널,40,중국,6
쥴 앤 짐,40,프랑스,6
극장판 사사키와 미야노 - 졸업편,40,일본,6
"제24회 한국퀴어영화제 [해외단편2] 다른곳 아닌, 바로 이곳",40,기타,6
나의 올드 오크,40,아일랜드,6
사냥꾼의 밤,40,미국,6
사랑하는 여인들,39,영국,6
인디피크닉2024 단편5. 기억해? 무엇이든,39,한국,6
회전목마,39,미국,6
크레센도,39,미국,6
로보카폴리 안전교실 교통편,39,한국,6
제24회 한국퀴어영화제 [주한호주대사관 특별전2] 투게더 인 시네마,38,호주,6
선셋 송,38,영국,6
더블 레이어드 타운,38,일본,6
13회 광주독립영화제 - 메이드 인 광주 : NEXT10,37,한국,6
인생은 아름다워,37,한국,6
따뜻하고 따뜻하고 뜨겁고,37,일본,6
나의 일생,37,중국,6
마티아스와 막심,36,캐나다,6
킹 오브 프리즘 ?샤이니 세븐 스타즈- II 카케루x조지x미나토,36,일본,6
순례여행,36,미국,6
동경 이야기,35,일본,6
동경의 황혼,34,일본,6
여행에서 찾은 사랑 로맨스 일탈,34,일본,6
코뮌,34,프랑스,6
로렌스 애니웨이,34,캐나다,6
내겐 너무 소중한 너,34,한국,6
비련,33,한국,6
인디아 송,33,프랑스,6
더 콕핏,33,일본,6
"파도의 아래, 땅의 위",33,일본,6
마카리오,32,멕시코,6
그레이트 칸,32,카자흐스탄,6
주말,32,이탈리아,6
하트 비트,31,캐나다,6
웬디와 루시,31,미국,6
뒤라스의 펜과 카메라,31,프랑스,6
리테이크,30,일본,6
하늘에 귀 기울여,30,일본,6
연련,30,한국,6
월드시네마 2024 묶음상영2,30,기타,6
경계선,30,스웨덴,6
모든 것을 벗어던진 특별한 여행,29,호주,6
축복,29,미국,6
데이지,28,체코,6
취화선,28,한국,6
방랑자,27,프랑스,6
모든 밤을 기억하다,27,일본,6
디피컬트,27,프랑스,6
탐엣더팜,26,캐나다,6
건국전쟁,26,한국,6
봄날의 강물은 동쪽으로 흐르고,26,중국,6
아이 킬드 마이 마더,26,캐나다,6
새벽을 알리는 루의 노래,25,일본,6
댓글부대,25,한국,6
어처구니없는,25,기타,6
월드시네마 2024 묶음상영3,25,기타,6
여자 없는 세상,24,프랑스,6
아사다 가족,24,일본,6
행복한 라짜로,24,이탈리아,6
너의 새는 노래할 수 있어,24,일본,6
더 하우스 오브 노 맨,24,베트남,6
더 헌트,23,덴마크,6
지고이네르바이젠,23,일본,6
언어의 정원,23,일본,6
블루 자이언트,23,일본,6
페이퍼 스파이더스,23,미국,6
아녜스 바르다의 해변,22,프랑스,6
히로시마 내사랑,22,프랑스,6
에이지 오브 패닉,22,프랑스,6
사우스사이드 위드 유,22,미국,6
애니살롱전 with 인디스페이스 2024 6월: 도시에서 살아남기,22,한국,6
봄누에,21,중국,6
이삭줍는 사람들과 나,21,프랑스,6
극장판 스파이 패밀리 코드 : 화이트,21,일본,6
제24회 한국퀴어영화제 [주한호주대사관 특별전1] 투게더 인 시네마,21,호주,6
인디피크닉2024 단편2. 판타스틱 유니버스,21,한국,6
길위의천사,20,중국,6
캘커타 사막의 베니스라는 그의 이름,20,프랑스,6
유코의 평형추,20,일본,6
이중노출,20,한국,6
역대급 슬렌더 미녀의 섹스,20,한국,6
작은 마을의 봄,20,중국,6
처음 본 대물에 젖어버린 유부녀,20,한국,6
운동하는 후배를 탐하는 여선배,20,한국,6
신입 여직원 온몸으로 신고식,20,한국,6
밤마다 찾아오는 의붓딸,20,한국,6
발랑까진 새엄마,20,한국,6
성욕이 너무 강한 글래머,20,한국,6
극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,19,일본,6
리틀 블루,19,대만,6
