RANK_CO,PBLPRFR_NM,GENRE_NM,PBLPRFR_BEGIN_DE,PBLPRFR_END_DE,AREA_NM,PBLPRFR_PLACE_NM,RDNMADR_NM,LC_LA,LC_LO
"34","시카고 [창원]","뮤지컬","20241025","20241027","경상남도","성산아트홀","경상남도 창원시 의창구 중앙대로 181 (용호동)","35.2293640","128.6831343"
"35","이찬원 콘서트, 찬가 [청주]","대중음악","20241102","20241103","충청북도","청주대학교","충청북도 청주시 청원구 대성로 298 (내덕동)","36.6508565","127.4951991"
"36","CRAVITY FAN CON, BEYOND YOUR MEMORIES","대중음악","20240928","20240929","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"37","오피셜히게단디즘 내한공연 [일산]","대중음악","20241130","20241201","경기도","킨텍스","경기도 고양시 일산서구 킨텍스로 217-60 (대화동)","37.6693071","126.7456845"
"38","Xdinary Heroes Concert, Closed ♭eta: v6.4","대중음악","20240906","20240908","서울특별시","예스24 라이브홀","서울 광진구 구천면로 20","37.5457268","127.1079679"
"39","시데레우스","뮤지컬","20240724","20241013","서울특별시","플러스씨어터(구. 컬처스페이스 엔유 구. 쁘티첼 씨어터)","서울특별시 종로구 대학로12길 73 (동숭동)","37.5807747","127.0039649"
"40","시카고 [광주]","뮤지컬","20241011","20241012","광주광역시","예술의 전당 [광주] (구. 광주문화예술회관)","광주광역시 북구 북문대로 60 (운암동)","35.1777124","126.8817023"
"41","INSPIRE CONCERT SERIES #2: WESTLIFE","대중음악","20241123","20241123","인천광역시","인스파이어리조트","인천광역시 중구 공항문화로 127 (운서동)","37.4655301","126.3891177"
"42","프랑켄슈타인","뮤지컬","20240605","20240825","서울특별시","블루스퀘어","서울특별시 용산구 이태원로 294 (한남동)","37.5408717","127.0024401"
"43","사의찬미 [대학로]","뮤지컬","20240702","20240922","서울특별시","링크아트센터","서울특별시 종로구 대학로14길 29","37.5846900","127.0022947"
"44","살리에르","뮤지컬","20240711","20240921","서울특별시","세종문화회관","서울특별시 종로구 세종대로 175 (세종로)","37.5725254","126.9756429"
"45","RIIZE FAN-CON: RIIZING DAY FINALE [서울]","대중음악","20240913","20240915","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"46","홍련","뮤지컬","20240730","20241020","서울특별시","대학로 자유극장 (자유문화발전소)","서울특별시 종로구 대학로12길 31 (동숭동)","37.5827026","127.0036052"
"47","15주년 기념공연, 영웅","뮤지컬","20240529","20240811","서울특별시","세종문화회관","서울특별시 종로구 세종대로 175 (세종로)","37.5725254","126.9756429"
"48","Theatre 이문세 [수원]","대중음악","20241122","20241123","경기도","경기아트센터(구. 경기도문화의전당)","경기도 수원시 팔달구 효원로307번길 20 (인계동) 경기도문화의전당","37.2618899","127.0374319"
"49","LoveLive! Series AsiaTour [서울]","대중음악","20241214","20241215","서울특별시","고려대학교 화정체육관","서울특별시 성북구 안암로 145 (안암동5가)","37.5929400","127.0249030"
"50","미오 프라텔로 [대학로]","뮤지컬","20240521","20241027","서울특별시","링크아트센터","서울특별시 종로구 대학로14길 29","37.5846900","127.0022947"
