RANK_CO,PBLPRFR_NM,GENRE_NM,PBLPRFR_BEGIN_DE,PBLPRFR_END_DE,AREA_NM,PBLPRFR_PLACE_NM,RDNMADR_NM,LC_LA,LC_LO
"26","배니싱","뮤지컬","20250204","20250525","서울특별시","링크아트센터","서울특별시 종로구 대학로14길 29","37.5846900","127.0022947"
"27","20집 발매 기념, 조용필 & 위대한탄생 Concert [대전]","대중음악","20250405","20250405","대전광역시","대전컨벤션센터(DCC)","대전광역시 유성구 엑스포로 107 (도룡동)","36.3749012","127.3916831"
"28","BTOB FAN-CON: 3,2,1 GO! MELympic","대중음악","20250321","20250323","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"29","박지현 첫번째 단독 콘서트: 쇼맨쉽 SHOWMANSHIP [목포]","대중음악","20250315","20250316","전라남도","목포실내체육관","전라남도 목포시 대양로 286(상동)","34.8241061","126.4072451"
"30","푸에르자 부르타: 아벤 [서울]","뮤지컬","20250318","20250622","서울특별시","성수문화예술마당(구.삼표 레미콘부지)","서울특별시 성동구 고산자로 71 (성수동1가)","37.5456933","127.0360891"
"31","STAYC TOUR: STAY TUNED","대중음악","20250412","20250413","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"32","매튜 본의 백조의 호수","무용","20250618","20250629","서울특별시","LG아트센터","서울특별시 강남구 논현로 508 (역삼동)","37.5022937","127.0375211"
"33","시라노","뮤지컬","20241206","20250223","서울특별시","예술의전당","서울특별시 서초구 남부순환로 2406 (서초동)","37.4786896","127.0118241"
"34","TAEYEON CONCERT: The TENSE [서울]","대중음악","20250307","20250309","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"35","종의 기원","뮤지컬","20241229","20250323","서울특별시","동덕여대공연예술센터","서울특별시 종로구 동숭길 126 (동숭동)","35.5428873","129.3270884"
"36","원스","뮤지컬","20250219","20250531","서울특별시","코엑스 아티움","서울특별시 강남구 삼성동 영동대로 513 코엑스아티움","37.5099930","127.0614770"
"37","박지현 첫번째 단독 콘서트: 쇼맨쉽 SHOWMANSHIP [수원]","대중음악","20250329","20250330","경기도","경기아트센터(구. 경기도문화의전당)","경기도 수원시 팔달구 효원로307번길 20 (인계동) 경기도문화의전당","37.2618899","127.0374319"
"38","홍이삭 콘서트: THE LOVERS","대중음악","20250314","20250316","서울특별시","블루스퀘어","서울특별시 용산구 이태원로 294 (한남동)","37.5408717","127.0024401"
"39","손태진 단독 콘서트: The Showcase [서울 (앵콜) ]","대중음악","20250308","20250309","서울특별시","경희대학교","서울특별시 동대문구 경희대로 26","37.5939491","127.0548910"
"40","박지현 첫번째 단독 콘서트: 쇼맨쉽 SHOWMANSHIP [광주]","대중음악","20250419","20250420","광주광역시","예술의 전당 [광주] (구. 광주문화예술회관)","광주광역시 북구 북문대로 60 (운암동)","35.1777124","126.8817023"
"41","웃는 남자 [성남]","뮤지컬","20250409","20250412","경기도","성남아트센터","경기도 성남시 분당구 성남대로 808 (야탑동)","37.4027309","127.1312435"
"42","도리안 그레이","뮤지컬","20250330","20250608","서울특별시","홍익대 대학로 아트센터","서울특별시 종로구 대학로 57","37.5769696","127.0020331"
"43","콜드플레이 내한공연 [고양]","대중음악","20250416","20250425","경기도","고양종합운동장","경기도 고양시 일산서구 중앙로 1601 (대화동)","37.6763871","126.7420729"
"44","여신님이 보고 계셔","뮤지컬","20241126","20250303","서울특별시","유니플렉스","서울특별시 종로구 대학로12길 64","37.5811328","127.0036997"
"45","미아 파밀리아","뮤지컬","20241219","20250323","서울특별시","링크아트센터드림","서울특별시 종로구 동숭길 123 (동숭동)","37.5820171","127.0035363"
"46","라이카","뮤지컬","20250314","20250518","서울특별시","두산아트센터","서울특별시 종로구 종로33길 15 (연지동)","37.5717290","127.0011893"
"47","PEAK FESTIVAL","대중음악","20250524","20250525","서울특별시","난지한강공원","서울특별시 마포구 한강난지로 162","37.5628372","126.8854229"
"48","어썸스테이지, N.Flying [부산]","대중음악","20250302","20250303","부산광역시","벡스코 (BEXCO)","부산광역시 해운대구 APEC로 55","35.1679229","129.1356974"
"49","아나키스트","뮤지컬","20250114","20250406","서울특별시","링크아트센터드림","서울특별시 종로구 동숭길 123 (동숭동)","37.5820171","127.0035363"
"50","영국 로열 발레: 더 퍼스트 갈라","무용","20250704","20250706","서울특별시","LG아트센터","서울특별시 강남구 논현로 508 (역삼동)","37.5022937","127.0375211"
