RANK_CO,PBLPRFR_NM,GENRE_NM,PBLPRFR_BEGIN_DE,PBLPRFR_END_DE,AREA_NM,PBLPRFR_PLACE_NM,RDNMADR_NM,LC_LA,LC_LO
"26","Xdinary Heroes Concert","대중음악","20241115","20241117","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"27","아레나 디 베로나 오리지널 프로덕션, 투란도트","서양음악(클래식)","20241012","20241019","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"28","PLAVE FAN CONCERT: Hello, Asterum! [서울 (앵콜) ]","대중음악","20241005","20241006","서울특별시","잠실종합운동장","서울특별시 송파구 올림픽로 25 (잠실동)","37.5161925","127.0759221"
"29","나훈아 라스트 콘서트: 고마웠습니다 [진주]","대중음악","20241116","20241116","경상남도","진주실내체육관","경남 진주시 남강로 1655","35.2088845","128.1250549"
"30","ZHANGZHEHAN CONCERT, PRIMORDIAL THEATER Ⅱ [서울]","대중음악","20241116","20241116","경기도","킨텍스","경기도 고양시 일산서구 킨텍스로 217-60 (대화동)","37.6693071","126.7456845"
"31","오피셜히게단디즘 내한공연 [일산]","대중음악","20241130","20241201","경기도","킨텍스","경기도 고양시 일산서구 킨텍스로 217-60 (대화동)","37.6693071","126.7456845"
"32","사의찬미 2ND STAGE","뮤지컬","20240924","20241027","서울특별시","링크아트센터","서울특별시 종로구 대학로14길 29","37.5846900","127.0022947"
"33","Naniwa Danshi ASIA TOUR 2024 ＋ 2025, ＋ Alpha","대중음악","20250111","20250112","인천광역시","인스파이어리조트","인천광역시 중구 공항문화로 127 (운서동)","37.4655301","126.3891177"
"34","알렌워커 (Alan Walker) 내한공연","대중음악","20241214","20241214","경기도","킨텍스","경기도 고양시 일산서구 킨텍스로 217-60 (대화동)","37.6693071","126.7456845"
"35","광화문 연가","뮤지컬","20241023","20250105","서울특별시","디큐브아트센터","서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)","37.5084321","126.8887332"
"36","나훈아 라스트 콘서트: 고마웠습니다 [강릉]","대중음악","20241026","20241026","강원도","가톨릭관동대학교","강원도 강릉시 범일로579번길 24(내곡동)","37.7373288","128.8737046"
"37","나훈아 라스트 콘서트: 고마웠습니다 [안동]","대중음악","20241102","20241102","경상북도","안동실내체육관","경상북도 안동시 육사로 205 (운흥동)","36.5598920","128.7284671"
"38","Theatre 이문세 [고양]","대중음악","20241207","20241221","경기도","고양아람누리","경기도 고양시 일산동구 중앙로 1286 (마두동) 고양아람누리","37.6614074","126.7743379"
"39","OneRepublic The Artificial Paradise Tour, 원리퍼블릭 내한공연 [인천]","대중음악","20250118","20250118","인천광역시","인스파이어리조트","인천광역시 중구 공항문화로 127 (운서동)","37.4655301","126.3891177"
"40","ONEW FAN CONCERT, Hola!","대중음악","20241005","20241006","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"41","러블리즈 10주년 콘서트, 겨울나라의 러블리즈 4","대중음악","20241116","20241117","서울특별시","잠실학생체육관","서울특별시 송파구 올림픽로 25 (잠실동)","37.5164791","127.0729996"
"42","부산국제록페스티벌","대중음악","20241004","20241006","부산광역시","삼락생태공원","부산광역시 사상구 낙동대로 1231 (삼락동)","35.1700322","128.9765692"
"43","박진영 30주년 콘서트, Still JYP","대중음악","20241227","20241229","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"44","KANG DANIEL CONCERT, ACT","대중음악","20241012","20241013","서울특별시","장충체육관","서울특별시 중구 장충동 동호로 241","37.5581660","127.0067170"
"45","손태진 단독 콘서트: The Showcase","대중음악","20241109","20241110","서울특별시","경희대학교","서울특별시 동대문구 경희대로 26","37.5939491","127.0548910"
"46","빈 필하모닉 내한공연 (10.25)","서양음악(클래식)","20241025","20241025","서울특별시","예술의전당 [서울]","서울특별시 서초구 남부순환로 2406 (서초동)","37.4786896","127.0118241"
"47","KISS OF LIFE 1ST WORLD TOUR, KISS ROAD [서울]","대중음악","20241026","20241027","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"48","트롯콘서트, 오구오구","대중음악","20241116","20241116","서울특별시","KBS스포츠월드","서울특별시 강서구 공항대로 376 (화곡동) kbs스포츠월드","37.5567802","126.8476094"
"49","리지 LIZZIE","뮤지컬","20240914","20241201","서울특별시","두산아트센터","서울특별시 종로구 종로33길 15 (연지동)","37.5717290","127.0011893"
"50","틱틱붐","뮤지컬","20241116","20250202","서울특별시","코엑스 아티움","서울특별시 강남구 삼성동 영동대로 513 코엑스아티움","37.5099930","127.0614770"
