RANK_CO,PBLPRFR_NM,GENRE_NM,PBLPRFR_BEGIN_DE,PBLPRFR_END_DE,AREA_NM,PBLPRFR_PLACE_NM,RDNMADR_NM,LC_LA,LC_LO
"18","IVE THE 1ST WORLD TOUR: SHOW WHAT I HAVE [앵콜]","대중음악","20240810","20240811","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"19","RIIZE FAN-CON: RIIZING DAY FINALE [서울]","대중음악","20240913","20240915","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"20","인천 펜타포트 락 페스티벌","대중음악","20240802","20240804","인천광역시","송도달빛축제공원","인천광역시 연수구 센트럴로 350","37.4078538","126.6325097"
"21","하데스타운 [서울]","뮤지컬","20240712","20241006","서울특별시","샤롯데씨어터","서울특별시 송파구 올림픽로 240 (잠실동)","37.5105162","127.1005630"
"22","윤하 소극장 콘서트: 潤夏: 빛나는 여름","대중음악","20240703","20240714","서울특별시","블루스퀘어","서울특별시 용산구 이태원로 294 (한남동)","37.5408717","127.0024401"
"23","디어 에반 핸슨 (Dear Evan Hansen) [부산]","뮤지컬","20240704","20240721","부산광역시","드림씨어터 [부산]","부산광역시 남구 전포대로 133 (문현동)","35.1482786","129.0654385"
"24","SOOPER CONCERT, LILPACON: Going Out","대중음악","20240712","20240713","서울특별시","경희대학교","서울특별시 동대문구 경희대로 26","37.5939491","127.0548910"
"25","20TH ANNIVERSARY KIM JAE JOONG ASIA TOUR CONCERT, FLOWER GARDEN [서울]","대중음악","20240720","20240721","서울특별시","장충체육관","서울특별시 중구 장충동 동호로 241","37.5581660","127.0067170"
"26","아레나 디 베로나 오리지널 프로덕션, 투란도트","서양음악(클래식)","20241012","20241019","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"27","4월은 너의 거짓말","뮤지컬","20240628","20240825","서울특별시","예술의전당","서울특별시 서초구 남부순환로 2406 (서초동)","37.4786896","127.0118241"
"28","베르사유의 장미","뮤지컬","20240716","20241013","서울특별시","충무아트센터","서울특별시 중구 퇴계로 387 (흥인동)","37.5660139","127.0148131"
"29","디어 에반 핸슨 (Dear Evan Hansen)","뮤지컬","20240328","20240623","서울특별시","충무아트센터","서울특별시 중구 퇴계로 387 (흥인동)","37.5660139","127.0148131"
"30","어쩌면 해피엔딩 [대학로]","뮤지컬","20240618","20240908","서울특별시","예스24 스테이지(구. DCF대명문화공장)","서울특별시 종로구 대학로12길 21 (동숭동)","37.5827158","127.0032484"
"31","Xdinary Heroes Concert, Closed ♭eta: v6.2","대중음악","20240705","20240707","서울특별시","예스24 라이브홀","서울 광진구 구천면로 20","37.5457268","127.1079679"
"32","The Dream Reborn Tour in SEOUL","대중음악","20240713","20240714","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"33","사이먼스톤 연출, 벚꽃동산","연극","20240604","20240707","서울특별시","LG아트센터","서울특별시 강남구 논현로 508 (역삼동)","37.5022937","127.0375211"
"34","사의찬미 [대학로]","뮤지컬","20240702","20240922","서울특별시","링크아트센터","서울특별시 종로구 대학로14길 29","37.5846900","127.0022947"
"35","Soundberry Festa' 24","대중음악","20240720","20240721","서울특별시","KBS스포츠월드","서울특별시 강서구 공항대로 376 (화곡동) kbs스포츠월드","37.5567802","126.8476094"
"36","베어 더 뮤지컬","뮤지컬","20240522","20240825","서울특별시","두산아트센터","서울특별시 종로구 종로33길 15 (연지동)","37.5717290","127.0011893"
"37","15주년 기념공연, 영웅 [울산]","뮤지컬","20240906","20240908","울산광역시","울산문화예술회관","울산광역시 남구 번영로 200 (달동)","35.5428873","129.3270884"
"38","스즈메의 문단속 & 너의 이름은 & 날씨의 아이 필름콘서트","서양음악(클래식)","20240628","20240721","서울특별시","연세대학교","서울특별시 서대문구 연세로 50 (신촌동)","37.5637867","126.9429135"
"39","헤드윅","뮤지컬","20240322","20240623","서울특별시","샤롯데씨어터","서울특별시 송파구 올림픽로 240 (잠실동)","37.5105162","127.1005630"
"40","맥베스","연극","20240713","20240818","서울특별시","국립극장","서울특별시 중구 장충단로 59 (장충동2가)","37.5523153","126.9996360"
"41","15주년 기념공연, 영웅 [부산]","뮤지컬","20240823","20240901","부산광역시","소향씨어터","부산광역시 해운대구 센텀중앙로 55 (우동) 경남정보대학교및동서대학교센텀산학캠퍼스","35.1731656","129.1276600"
"42","Theatre 이문세 [성남]","대중음악","20240928","20240929","경기도","성남아트센터","경기도 성남시 분당구 성남대로 808 (야탑동)","37.4027309","127.1312435"
"43","10CM SUMMER FAN CONCERT, 10CM YOU","대중음악","20240706","20240707","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"44","젠틀맨스 가이드: 사랑과 살인편","뮤지컬","20240706","20241020","서울특별시","광림아트센터","서울특별시 강남구 논현로163길 33 (신사동)","37.5238342","127.0251165"
"45","섬: 1933~2019","뮤지컬","20240522","20240707","서울특별시","국립정동극장","서울특별시 중구 정동길 43 (정동)","37.5659672","126.9728593"
"46","미오 프라텔로 [대학로]","뮤지컬","20240521","20241027","서울특별시","링크아트센터","서울특별시 종로구 대학로14길 29","37.5846900","127.0022947"
"47","SG워너비 콘서트: 우리의 노래 [서울]","대중음악","20240720","20240721","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"48","울트라 뮤직 페스티벌 코리아 (ULTRA KOREA)","대중음악","20240607","20240609","인천광역시","파라다이스시티","인천광역시 중구 영종해안남로321번길 186 (운서동)","37.4335451","126.4592002"
"49","햄릿","연극","20240609","20240901","서울특별시","홍익대 대학로 아트센터","서울특별시 종로구 대학로 57","37.5769696","127.0020331"
"50","Whee In 1ST WORLD TOUR: WHEE IN THE MOOD, BEYOND (앵콜)","대중음악","20240720","20240721","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
