RANK_CO,PBLPRFR_NM,GENRE_NM,PBLPRFR_BEGIN_DE,PBLPRFR_END_DE,AREA_NM,PBLPRFR_PLACE_NM,RDNMADR_NM,LC_LA,LC_LO
"13","지킬앤하이드","뮤지컬","20241129","20250518","서울특별시","블루스퀘어","서울특별시 용산구 이태원로 294 (한남동)","37.5408717","127.0024401"
"14","이찬원 콘서트, 찬가 [서울 (앵콜) ]","대중음악","20241213","20241215","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"15","TOMORROW X TOGETHER WORLD TOUR, ACT: PROMISE [서울 (앵콜) ]","대중음악","20241101","20241103","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"16","유니버설발레단, 호두까기인형","무용","20241219","20241230","서울특별시","세종문화회관","서울특별시 종로구 세종대로 175 (세종로)","37.5725254","126.9756429"
"17","BOYNEXTDOOR TOUR: KNOCK ON Vol.1 [인천]","대중음악","20241214","20241215","인천광역시","인스파이어리조트","인천광역시 중구 공항문화로 127 (운서동)","37.4655301","126.3891177"
"18","에픽하이 콘서트: 렛츠 파티","대중음악","20241220","20241222","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"19","권진아 연말 콘서트: This Winter","대중음악","20241213","20241215","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"20","지저스 크라이스트 수퍼스타","뮤지컬","20241107","20250112","서울특별시","광림아트센터","서울특별시 강남구 논현로163길 33 (신사동)","37.5238342","127.0251165"
"21","코리아 그랜드 뮤직 어워즈 [인천]","대중음악","20241116","20241117","인천광역시","인스파이어리조트","인천광역시 중구 공항문화로 127 (운서동)","37.4655301","126.3891177"
"22","나훈아 라스트 콘서트: 고마웠습니다 [광주]","대중음악","20241123","20241123","광주광역시","광주여자대학교","광주광역시 광산구 광주여대길 45 (산정동)","35.1639360","126.7975210"
"23","마타하리","뮤지컬","20241205","20250302","서울특별시","LG아트센터","서울특별시 강남구 논현로 508 (역삼동)","37.5022937","127.0375211"
"24","JAEHYUN FAN-CON: Mute","대중음악","20241026","20241027","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"25","시가렛 애프터 섹스 내한공연 [고양]","대중음악","20250107","20250107","경기도","킨텍스","경기도 고양시 일산서구 킨텍스로 217-60 (대화동)","37.6693071","126.7456845"
"26","시카고 [부산]","뮤지컬","20241214","20241222","부산광역시","부산시민회관","부산광역시 동구 자성로133번길 16 (범일동)","35.1387810","129.0652550"
"27","MINHO CONCERT, MEAN: of my first","대중음악","20241130","20241201","서울특별시","고려대학교 화정체육관","서울특별시 성북구 안암로 145 (안암동5가)","37.5929400","127.0249030"
"28","CHRISTMAS IN NELL'S ROOM","대중음악","20241220","20241222","서울특별시","잠실학생체육관","서울특별시 송파구 올림픽로 25 (잠실동)","37.5164791","127.0729996"
"29","다이나믹 듀오 단독 콘서트: 가끔씩 오래 보자 [서울]","대중음악","20241206","20241208","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"30","시라노","뮤지컬","20241206","20250223","서울특별시","예술의전당","서울특별시 서초구 남부순환로 2406 (서초동)","37.4786896","127.0118241"
"31","아레나 디 베로나 오리지널 프로덕션, 투란도트","서양음악(클래식)","20241012","20241019","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"32","SUNGJIN SOLO CONCERT: 30","대중음악","20241108","20241110","서울특별시","광운대학교 동해문화예술관","서울특별시 노원구 광운로 20(월계동)","37.6193203","127.0583381"
"33","이창섭 단독 콘서트: The Wayfarer","대중음악","20241130","20241201","서울특별시","KBS스포츠월드","서울특별시 강서구 공항대로 376 (화곡동) kbs스포츠월드","37.5567802","126.8476094"
"34","로이킴 콘서트: Roy actually","대중음악","20241206","20241208","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"35","영탁 단독 콘서트, TAK SHOW3 [광주]","대중음악","20241109","20241110","광주광역시","광주여자대학교","광주광역시 광산구 광주여대길 45 (산정동)","35.1639360","126.7975210"
"36","영탁 단독 콘서트: TAK SHOW3 [대구]","대중음악","20241130","20241201","대구광역시","엑스코 컨벤션홀","대구 북구 엑스코로 10","35.9068440","128.6133130"
"37","Wave to Earth 단독공연: play with earth! [서울]","대중음악","20241129","20241201","서울특별시","블루스퀘어","서울특별시 용산구 이태원로 294 (한남동)","37.5408717","127.0024401"
"38","20집 발매 기념, 조용필 & 위대한탄생 Concert [대구]","대중음악","20241221","20241221","대구광역시","엑스코 컨벤션홀","대구 북구 엑스코로 10","35.9068440","128.6133130"
"39","킹키부츠 [성남]","뮤지컬","20241221","20241222","경기도","성남아트센터","경기도 성남시 분당구 성남대로 808 (야탑동)","37.4027309","127.1312435"
"40","명성황후 [대구]","뮤지컬","20241210","20241215","대구광역시","계명아트센터","대구광역시 달서구 달구벌대로 1095 - 0 계명대학교","35.8570982","128.4871470"
"41","스윙 데이즈_암호명 A","뮤지컬","20241119","20250209","서울특별시","충무아트센터","서울특별시 중구 퇴계로 387 (흥인동)","37.5660139","127.0148131"
"42","킹키부츠 [광주]","뮤지컬","20241207","20241208","광주광역시","예술의 전당 [광주] (구. 광주문화예술회관)","광주광역시 북구 북문대로 60 (운암동)","35.1777124","126.8817023"
"43","포레스텔라 콘서트: THE ILLUSIONIST","대중음악","20241102","20241103","서울특별시","장충체육관","서울특별시 중구 장충동 동호로 241","37.5581660","127.0067170"
"44","SEVENTEEN WORLD TOUR, RIGHT HERE [고양]","대중음악","20241012","20241013","경기도","고양종합운동장","경기도 고양시 일산서구 중앙로 1601 (대화동)","37.6763871","126.7420729"
"45","영탁 단독 콘서트: TAK SHOW3 [강릉]","대중음악","20241123","20241124","강원도","가톨릭관동대학교","강원도 강릉시 범일로579번길 24(내곡동)","37.7373288","128.8737046"
"46","콜드플레이 내한공연 [고양]","대중음악","20250416","20250425","경기도","고양종합운동장","경기도 고양시 일산서구 중앙로 1601 (대화동)","37.6763871","126.7420729"
"47","ZICO LIVE: JOIN THE PARADE","대중음악","20241123","20241124","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"48","이창섭 단독 콘서트: The Wayfarer [수원]","대중음악","20241228","20241229","경기도","수원종합운동장","경기도 수원시 장안구 경수대로 893 (조원동)","37.2983950","127.0089860"
"49","그랜드 민트 페스티벌","대중음악","20241026","20241103","서울특별시","올림픽공원","서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)","37.5211200","127.1283636"
"50","리지 LIZZIE","뮤지컬","20240914","20241201","서울특별시","두산아트센터","서울특별시 종로구 종로33길 15 (연지동)","37.5717290","127.0011893"
